time,Ta_C,Tsp_C,Ti_C,Phea_W,tariff_USD_per_kWh,error_C,integral_term,derivative_term
2026-04-02 00:17:00,20.03,40.0,28.59839971141661,13.878440810013947,0.12,11.401600288583388,0.8256135071435196,-25.963152578621163
2026-04-02 00:18:00,20.03,40.0,29.00762489626323,14.018834380354166,0.12,10.99237510373677,1.0088197588724657,-24.553511090797144
2026-04-02 00:19:00,20.03,40.0,29.414881892190046,14.140833289817849,0.12,10.585118107809954,1.1852383940026316,-24.435419755608905
2026-04-02 00:20:00,20.03,40.0,29.819450523115474,14.245292132736648,0.12,10.180549476884526,1.3549142186173737,-24.274117855525716
2026-04-02 00:21:00,20.03,40.0,30.220659440566255,14.25,0.12,9.779340559433745,1.3549142186173737,-24.07253504704684
2026-04-02 00:22:00,20.03,40.0,30.614464767818315,13.91955464964289,0.12,9.385535232181685,1.5113398058204017,-23.62831963512363
2026-04-02 00:23:00,20.03,40.0,30.987205924582383,13.997453196649703,0.12,9.012794075417617,1.6615530404106953,-22.364469405844076
2026-04-02 00:24:00,20.03,40.0,31.356096378275854,14.060757924042438,0.12,8.643903621724146,1.8056181007727643,-22.133427221608244
2026-04-02 00:25:00,20.03,40.0,31.720608110047536,14.11021578676838,0.12,8.279391889952464,1.9436079656053054,-21.870703906300903
2026-04-02 00:26:00,20.03,40.0,32.08025385756766,14.146557346369871,0.12,7.919746142432338,2.0756037346458442,-21.578744851207574
2026-04-02 00:27:00,20.03,40.0,32.43458566820677,14.170496252320422,0.12,7.565414331793228,2.2016939735090646,-21.259908638346587
2026-04-02 00:28:00,20.03,40.0,32.7831934582549,14.18272878935955,0.12,7.2168065417451,2.3219740825381496,-20.916467402887662
2026-04-02 00:29:00,20.03,40.0,33.12570358078431,14.183933487790922,0.12,6.874296419215689,2.4365456895250777,-20.550607351764683
2026-04-02 00:30:00,20.03,40.0,33.46177740458476,14.174770793761237,0.12,6.538222595415242,2.5455160661153315,-20.164429428026835
2026-04-02 00:31:00,20.03,40.0,33.79110990643156,14.15588279659286,0.12,6.208890093568442,2.6489975676748054,-19.759950110807978
2026-04-02 00:32:00,20.03,40.0,34.11342827878317,14.12789301030209,0.12,5.886571721216832,2.7471070963617525,-19.339102341096606
2026-04-02 00:33:00,20.03,40.0,34.42849055484747,14.091406206495414,0.12,5.571509445152529,2.839965587114295,-18.90373656385819
2026-04-02 00:34:00,20.03,40.0,34.736084252803444,14.047008295899268,0.12,5.263915747196556,2.9276975162342374,-18.455621877358368
2026-04-02 00:35:00,20.03,40.0,35.03602504081796,13.995266255843852,0.12,4.963974959182039,3.0104304322206046,-17.996447280871024
2026-04-02 00:36:00,20.03,40.0,35.32815542435643,13.93672810108756,0.12,4.6718445756435685,3.0882945084813307,-17.527823012308232
2026-04-02 00:37:00,20.03,40.0,35.61234345714961,13.8719228954369,0.12,4.387656542850387,3.1614221175288373,-17.05128196759091
2026-04-02 00:38:00,20.03,40.0,35.888481477048536,13.801360801685549,0.12,4.111518522951464,3.229947426244695,-16.568281193935377
2026-04-02 00:39:00,20.03,40.0,36.15648486787412,13.72553316746626,0.12,3.84351513212588,3.2940060117801266,-16.08020344953502
2026-04-02 00:40:00,20.03,40.0,36.41629084824811,13.644912644679863,0.12,3.58370915175189,3.353734497642658,-15.588358822439403
2026-04-02 00:41:00,20.03,40.0,36.66785728827694,13.559953340237186,0.12,3.3321427117230584,3.409270209504709,-15.093986401729893
2026-04-02 00:42:00,20.03,40.0,36.9111615548505,13.4710909959211,0.12,3.0888384451494986,3.4607508502572006,-14.598255994413591
2026-04-02 00:43:00,20.03,40.0,37.14619938621307,13.378743195247878,0.12,2.8538006137869303,3.508314193820316,-14.102269881754097
2026-04-02 00:44:00,20.03,40.0,37.372983796363826,13.283309595278931,0.12,2.627016203636174,3.5520977972142522,-13.60706460904538
2026-04-02 00:45:00,20.03,40.0,37.59154400974952,13.185172181405761,0.12,2.4084559902504807,3.592238730385094,-13.113612803141592
2026-04-02 00:46:00,20.03,40.0,37.801924426621625,13.084695543202574,0.12,2.1980755733783752,3.628873323274733,-12.62282501232633
2026-04-02 00:47:00,20.03,40.0,38.004183619344786,12.982227169512175,0.12,1.9958163806552136,3.662136929618987,-12.135551563389697
2026-04-02 00:48:00,20.03,40.0,38.198393359862514,12.878097761001321,0.12,1.8016066401374857,3.6921637069546116,-11.652584431063673
2026-04-02 00:49:00,20.03,40.0,38.384637678449366,12.772621558492,0.12,1.6153623215506343,3.719086412313789,-11.174659115211085
2026-04-02 00:50:00,20.03,40.0,38.56301195380688,12.666096685444145,0.12,1.4369880461931217,3.7430362130836743,-10.702456521450756
2026-04-02 00:51:00,20.03,40.0,38.73362203449237,12.558805503034034,0.12,1.2663779655076297,3.7641425125088013,-10.23660484112952
2026-04-02 00:52:00,20.03,40.0,38.89658339160595,12.451014976340156,0.12,1.103416608394049,3.782532789315369,-9.777681426814837
2026-04-02 00:53:00,20.03,40.0,39.05202030260121,12.34297705021484,0.12,0.9479796973987931,3.798332450938682,-9.326214659715362
2026-04-02 00:54:00,20.03,40.0,39.20006506602903,12.234929033485562,0.12,0.7999349339709667,3.8116646998381984,-8.882685805669581
2026-04-02 00:55:00,20.03,40.0,39.34085724697184,12.127093990194167,0.12,0.6591427530281635,3.822650412388668,-8.447530856568193
2026-04-02 00:56:00,20.03,40.0,39.474542952876746,12.01968113664542,0.12,0.525457047123254,3.831408029840722,-8.021142354294568
2026-04-02 00:57:00,20.03,40.0,39.601274139451405,11.91288624309819,0.12,0.3987258605485948,3.8380534608498653,-7.603871194479552
2026-04-02 00:58:00,20.03,40.0,39.721207946244235,11.80689203899315,0.12,0.2787920537557653,3.842699995079128,-7.19602840756977
2026-04-02 00:59:00,20.03,40.0,39.834506061492675,11.528099985237384,0.12,0.0,3.842699995079128,-16.72752322534592
2026-04-02 01:00:00,20.0,40.0,39.93361066302523,11.528099985237384,0.12,0.0,3.842699995079128,0.0
2026-04-02 01:01:00,20.0,40.0,40.03083858118371,11.528099985237384,0.12,0.0,3.842699995079128,0.0
2026-04-02 01:02:00,20.0,40.0,40.12622535357618,11.528099985237384,0.12,0.0,3.842699995079128,0.0
2026-04-02 01:03:00,20.0,40.0,40.2198058448567,11.297303848137847,0.12,-0.21980584485670107,3.8390365643315163,-13.188350691402064
2026-04-02 01:04:00,20.0,40.0,40.30211064744191,11.199893513180546,0.12,-0.3021106474419071,3.834001386874151,-4.93828815511236
2026-04-02 01:05:00,20.0,40.0,40.378845778401406,11.104216093300979,0.12,-0.37884577840140565,3.8276872905674613,-4.604107857569915
2026-04-02 01:06:00,20.0,40.0,40.45018806434997,11.010364404134911,0.12,-0.45018806434997316,3.8201841561616283,-4.2805371569140505
2026-04-02 01:07:00,20.0,40.0,40.51631480536214,10.918421922854634,0.12,-0.5163148053621427,3.8115789094055925,-3.967604460730172
2026-04-02 01:08:00,20.0,40.0,40.57740338147186,10.828463177671324,0.12,-0.5774033814718607,3.801955519714395,-3.6653145665830777
2026-04-02 01:09:00,20.0,40.0,40.63363088266233,10.740554132347738,0.12,-0.6336308826623309,3.791395005003356,-3.373650071428216
2026-04-02 01:10:00,20.0,40.0,40.685173761695786,10.654752565229492,0.12,-0.6851737616957863,3.779975442308426,-3.09257274200732
2026-04-02 01:11:00,20.0,40.0,40.73220750912503,10.571108442343995,0.12,-0.7322075091250326,3.767771983823009,-2.8220248457547825
2026-04-02 01:12:00,20.0,40.0,40.7749063498223,10.48966428415561,0.12,-0.7749063498223023,3.7548568779926375,-2.561930441836182
2026-04-02 01:13:00,20.0,40.0,40.8134429603569,10.410455525603165,0.12,-0.8134429603569018,3.7412994953200225,-2.312196632075967
2026-04-02 01:14:00,20.0,40.0,40.84798820655013,10.333510869082435,0.12,-0.8479882065501272,3.727166358544187,-2.0727147715935246
2026-04-02 01:15:00,20.0,40.0,40.87871090053486,10.258852630070956,0.12,-0.8787109005348626,3.712521176868606,-1.8433616390841223
2026-04-02 01:16:00,20.0,40.0,40.9057775766476,10.186497075125837,0.12,-0.9057775766476013,3.6974248839244797,-1.6240005667643231
2026-04-02 01:17:00,20.0,40.0,40.92935228548217,10.116454752017164,0.12,-0.9293522854821674,3.6819356791664437,-1.4144825300739683
